# EFIGI_SDSS.txt version 1.6.2 :
#
#        This file contains the PGC name, 
#        the unique SDSS photometric identifier and SDSS spectroscopic identifier,
#        the SDSS redshift, uncertainty and confidence level,
#	 for the 4458 galaxies of the EFIGI catalogue
#
# Table provided from http://efigi.org 
#
# Any use of these data must reference :
#  Baillard, B., Bertin, E., de Lapparent, V., et al. 2011, A&A, 532, A74
#
# Comments on table content should be sent to the EFIGI user forum: http://efigi.org/forum
# or to Valerie de Lapparent (lapparen at iap.fr) and Emmanuel Bertin (bertin at iap.fr)
#
###########################################################################################################################
#
# Description  
#--------------
#
#      PGC_name	     PGC name		
#      objID	     Unique SDSS photometric identifier composed from skyVersion, rerun, run, camcol, field, obj
#      specObjID     Unique SDSS spectroscopic identifier
#      z  	     Redshift 
#      zErr  	     Uncertainty in redshift 
#      zConf         Confidence level in redshift 
#
# Notes  
#-------
#
#    Objects are ordered with increasing PGC number
#    Undefined values of SDSS photometric and spectroscopic identifiers are listed as "none"
#    Undefined values of z, zErr and zConf are listed as -99.99
#    
###########################################################################################################################
#
# PGC_name       objId            SpecObjId             z         zErr         zConf
PGC0055968 587739814241435653 610469189840273408     0.01504   0.0002064      0.9688
PGC0055973 587739708492284190 610469189949325312    0.007032   0.0001874      0.9967
PGC0055989 588017992314323026 512794285582581760    0.004827   0.0001054      0.9999
PGC0055993 587726100419772473        none             -99.99      -99.99      -99.99
PGC0056001 587726100956643415        none             -99.99      -99.99      -99.99
PGC0056005 587730022262177971 830585511100809216     0.01096   2.183e-05      0.9432
PGC0056014 587736897961656491 444958720128974848     0.03109   8.496e-05      0.9998
PGC0056022 587736542027645130 512794283477041152     0.04194   0.0001157      0.9986
PGC0056025 587729971795460297        none             -99.99      -99.99      -99.99
PGC0056056 587736584436777018 391478461962649600     0.03326   8.024e-05      0.9999
PGC0056094 587739652644012227 611312201327706112    0.007234    0.000198      0.9931
PGC0056108 588017702955253821        none             -99.99      -99.99      -99.99
PGC0056111 587730023336181818        none             -99.99      -99.99      -99.99
PGC0056130 587739720308359177 611596566821601280     0.01355    0.000174      0.9994
PGC0056131 587722953304375479        none             -99.99      -99.99      -99.99
PGC0056139 587739719771553964 611032092230287360     0.01379   0.0001718      0.9995
PGC0056166 587739720308424791 611596566658023424     0.01279   9.186e-05      0.9996
PGC0056168 587739132965159013 520959718185762816    0.007224    0.003259        0.65
PGC0056169 587739828748157121 611032092481945600     0.04659   0.0001794      0.9991
PGC0056186 587739406266073173 610749245779083264     0.03142   0.0001864      0.9905
PGC0056199 587739132965290174        none             -99.99      -99.99      -99.99
PGC0056200 587739651033923677 610469188221272064     0.03751   0.0001104      0.9958
PGC0056205 587739815852376220 611312201512255488     0.02614   0.0001683      0.9977
PGC0056206 587739132965290012 520959718353534976      0.0215   0.0001818      0.9992
PGC0056210 587742616171184202        none             -99.99      -99.99      -99.99
PGC0056216 587735665851433010        none             -99.99      -99.99      -99.99
PGC0056257 587729777991418077        none             -99.99      -99.99      -99.99
PGC0056267 587739131891875910 520959716671619072     0.03201   7.836e-05      0.9998
PGC0056284 587736975812264333        none             -99.99      -99.99      -99.99
PGC0056287 587733398643212373 296900181532606464     0.01507   0.0009911      0.9994
PGC0056289 587739652107665466 611312200874721280     0.01628   0.0001555      0.9997
PGC0056323 587733399716757534        none             -99.99      -99.99      -99.99
PGC0056329 587739720845623367 611032092733603840     0.03626   0.0001173      0.9806
PGC0056337 587722983913226302        none             -99.99      -99.99      -99.99
PGC0056338 587739720308883488 611596566397976576     0.04634   0.0002217       0.999
PGC0056345 587739720308883758 611596566351839232     0.03239   8.914e-05      0.9996
PGC0056352 587739809960755326        none             -99.99      -99.99      -99.99
PGC0056364 587739720845754400 611032093043982336     0.03599   0.0001634      0.9997
PGC0056366 587739815315964262        none             -99.99      -99.99      -99.99
PGC0056377 587739707956592663 611596566179872768     0.03576   0.0008386           1
PGC0056386 587733604263854227        none             -99.99      -99.99      -99.99
PGC0056397 587739706883047649 611596566007906304     0.01779   8.695e-05      0.9708
PGC0056398 588011101570138174        none             -99.99      -99.99      -99.99
PGC0056400 587736976349397308 521240067142844416     0.03248   0.0001516      0.9996
PGC0056409 587739828211941483 611032091106213888     0.01664    0.000123      0.9621
PGC0056410 588017979450130715 465789383941816320     0.02171   0.0001486      0.9997
PGC0056437 587739827675201757        none             -99.99      -99.99      -99.99
PGC0056443 587739651571318892 611596568079892480     0.03212   0.0001844      0.9993
PGC0056450 588011102107009066 228782531443425280     0.01963   0.0002116      0.9991
PGC0056462 588011102107009032 228782531435036672     0.01968   0.0002039      0.9989
PGC0056465 587739720309211199 611596565861105664     0.03154   9.123e-05      0.9984
PGC0056467 587739407340339294 611312202166566912     0.01439   0.0001945      0.9993
PGC0056476 588011217535172757        none             -99.99      -99.99      -99.99
PGC0056479 587736919968645127 444678653448552448      0.0328   0.0001829      0.9987
PGC0056481 587739845929599176        none             -99.99      -99.99      -99.99
PGC0056482 587739845929599110 709832657399185408     0.01584   0.0001853      0.9994
PGC0056487 587739706883244339 611032093308223488     0.03144   9.264e-05      0.9989
PGC0056490 587739809961148464        none             -99.99      -99.99      -99.99
PGC0056492 587739809961148431 709832657587929088     0.03704   0.0002453       0.998
PGC0056495 587739809961148484 709832657583734784     0.03547   0.0001552      0.9997
PGC0056503 587739809961148762 618348976751509504     0.03621   9.567e-05      0.9982
PGC0056514 587739651571515470 611876512307609600      0.0329    0.000182      0.9991
PGC0056529 588018055659258097 473669288490696704      0.0311   0.0001194      0.9815
PGC0056537 587739828749009268 619193496338694144    0.007257   0.0001183      0.9685
PGC0056544 588011219145392249 228782531686694912     0.01996   0.0001825      0.9992
PGC0056573 587736783068987469 399078281183232000     0.03108    0.001374      0.9992
PGC0056575 587739652645191695 611876512265666560     0.01479   0.0001006      0.9986
PGC0056576 587739652645191701        none             -99.99      -99.99      -99.99
PGC0056578 587739652645191703 611876512278249472     0.01528    8.59e-05      0.9568
PGC0056584 587739652645191698        none             -99.99      -99.99      -99.99
PGC0056595 587739406803861521 611312200090386432     0.01787   0.0001847      0.9972
PGC0056599 587733411529097297        none             -99.99      -99.99      -99.99
PGC0056611 587739707957051536 611596565575892992     0.02946   8.968e-05      0.9991
PGC0056617 587742616172167205 709832657348853760      0.0337   0.0001898      0.9969
PGC0056636 587739815853424693        none             -99.99      -99.99      -99.99
PGC0056648 587739845929926848 709832657789255680     0.03572   8.954e-05      0.9996
PGC0056650 587739651571777557 611876511800098816     0.03119   0.0001935       0.999
PGC0056655 587739828212465807 618348977602953216      0.0356   9.153e-05      0.9981
PGC0056659 587739707420442870 619193496829427712     0.04381   8.109e-05      0.9995
PGC0056663 587739706883637629 619193496057675776     0.04396   0.0001863      0.9982
PGC0056666 587739810498281617 618630542258077696     0.04116   0.0001713      0.9989
PGC0056667 587739810498281618        none             -99.99      -99.99      -99.99
PGC0056685 587739814243139712 611596568138612736     0.01441   0.0001738      0.9992
PGC0056693 587739706883702982 618348977330323456     0.04452   0.0001047      0.9964
PGC0056695 587739845929992334 709832657768284160     0.03684   0.0001907      0.9991
PGC0056697 587736813136642364 486617374233985024     0.01676   0.0001615      0.9996
PGC0056700 587739810498347126 618348976374022144     0.03688   0.0001485      0.9998
PGC0056704 587739828212531367 619193496070258688     0.03159   0.0001988      0.9983
PGC0056712 587739811571957865 619193495965401088     0.03603   0.0001599      0.9996
PGC0056716 587739814243205188 835370693687246848     0.01491   0.0002151      0.9972
PGC0056717 587742616172298362 709832657655037952     0.03531   0.0001996      0.9988
PGC0056723        none               none             -99.99      -99.99      -99.99
PGC0056727 587739810498347418 618348977640701952     0.04348   0.0001047      0.9986
PGC0056731 587739406804058294 611876513532346368     0.03211   0.0002042      0.9986
PGC0056744 587736915150766288 486901554637438976     0.01751   0.0001427      0.9996
PGC0056745 587739721383281012 619193496804261888     0.00868   0.0001045        0.65
PGC0056750 587739707420573727 619193497013977088     0.01471   0.0001883      0.9992
PGC0056755 588011218072305812        none             -99.99      -99.99      -99.99
PGC0056763 587739828749402354 619193495566942208     0.03688   0.0001841       0.999
PGC0056765 587739827139051594 618630542027390976     0.03206   0.0001679      0.9992
PGC0056769 587739827139051617 618348976499851264      0.0342   0.0002011      0.9989
PGC0056770 587739809961607309 709832657810227200     0.03581   0.0001996       0.999
PGC0056776 587739828212662430 618348977716199424     0.03024   0.0001832      0.9966
PGC0056777 587739809961607306 618630541939310592      0.0444   0.0002255      0.9923
PGC0056778 588007003654455498 175301007163523072     0.02051   0.0001441      0.9997
PGC0056780 587739810498412721 618348977703616512     0.03836   0.0002166      0.9984
PGC0056784 587739827675922452 618630541981253632     0.03538   0.0002173      0.9986
PGC0056812 588018056733130844 473669289342140416     0.03128   0.0001822      0.9986
PGC0056813 587739827675922546 618348976231415808     0.03331   0.0002162      0.9986
PGC0056827 587739828212728072 618630542748811264     0.03593   0.0001603      0.9995
PGC0056838 587739809961738260 618630541733789696     0.03186   0.0002144      0.9977
PGC0056839 587736584975286330 392040036800921600     0.03255   0.0001644       0.999
PGC0056842 587739380460486809 611876513641398272     0.01449   0.0001123      0.9915
PGC0056843 587733412066295835        none             -99.99      -99.99      -99.99
PGC0056844 588017990705611243 517299289349685248     0.02734       9e-05      0.9994
PGC0056847 587739828212793392 618630542753005568     0.03675   0.0002089       0.999
PGC0056857 587739406267514983        none             -99.99      -99.99      -99.99
PGC0056864 587739380460552472 611876511590383616     0.01589   0.0001024      0.9983
PGC0056870 587739814243401884 835370693402034176     0.01567   5.287e-06      0.9989
PGC0056872 587739828212858885        none             -99.99      -99.99      -99.99
PGC0056874 587745970538152006 835370693804687360     0.04083    0.000203       0.999
PGC0056875 588007004191326250 175301007234826240     0.02009    0.000189      0.9992
PGC0056877 587739719773126823 619193495445307392     0.03406   0.0002346      0.9976
PGC0056878 587739706883899754 618348977498095616     0.04408    0.000152      0.9994
PGC0056890 587739706884030477 619476341279948800     0.03676   0.0001823      0.9988
PGC0056893 587733441586462807        none             -99.99      -99.99      -99.99
PGC0056898 587739827676053933 618630541553434624     0.03202   0.0001706      0.9991
PGC0056903        none               none             -99.99      -99.99      -99.99
PGC0056907 587733608014217341 329552309228929024     0.03934   0.0001675      0.9991
PGC0056932 587739707420835964        none             -99.99      -99.99      -99.99
PGC0056935 587739828749729918        none             -99.99      -99.99      -99.99
PGC0056942 587739707420835963 619476341577744384       0.041   0.0002414      0.9686
PGC0056943 587739811572285552 619193495084597248     0.03054   0.0002013      0.9984
PGC0056948 587739720310063294 619476341787459584     0.03971   9.471e-05      0.9989
PGC0056950 587730022264144053 517299287395139584     0.01857   0.0001917      0.9994
PGC0056959 587735742616633441 395699228900327424    0.001909   0.0001928      0.8847
PGC0056962 587739707420836031 619193495705354240      0.0351    0.000225      0.9978
PGC0056972 587739707420836311 619476341800042496     0.03564   0.0001978      0.9989
PGC0056987 587739720310063195 619476341791653888     0.03555   7.041e-05      0.9999
PGC0056997 587739811572351178 618630542346158080     0.04301   8.578e-05      0.9983
PGC0057004 587739811035480287 618348977934303232     0.03093   0.0001942      0.9978
PGC0057005 587739827676184942 618348975887482880     0.03641   0.0001789      0.9994
PGC0057006 587739132966862868        none             -99.99      -99.99      -99.99
PGC0057015 587739720846868660 618348977993023488     0.03319   0.0001729      0.9995
PGC0057019 587739707420901432 619193495688577024     0.03305   0.0002038      0.9984
PGC0057031 587739707420901783 619193495520804864     0.03342   0.0001764      0.9989
PGC0057033 587739707420901510        none             -99.99      -99.99      -99.99
PGC0057037 587739720310128833 619193495537582080     0.03483   0.0001684      0.9988
PGC0057039 587739380460814393 620883363846160384     0.01576   0.0001019      0.9899
