PGC_name         RA        DEC          z_hel   z_hel_err   z_hel_cat       z_dis   z_dis_err   z_dis_cat       z_all  z_all_type  z_all_err  z_all_err_type   D_com       D_lum      D_diam
PGC0006986  28.2706667  -1.0753056     0.05957   8.439e-05          HL     0.05936      -99.99          HL     0.05936         DIS   8.439e-05         HEL    251.0814    265.9856    237.0124
PGC0007022  28.4614583  14.7640556     0.02641   1.301e-05          HL     0.02647      -99.99          HL     0.02647         DIS   1.301e-05         HEL    112.6679    115.6502    109.7625
PGC0007042  28.5154167  14.9094167     0.01699   1.701e-05          HL     0.01705      -99.99          HL     0.01705         DIS   1.701e-05         HEL     72.7677     74.0083     71.5478
PGC0007046  28.5336250  -0.7425556     0.01591   3.703e-05          HL     0.01571      -99.99          HL     0.01571         DIS   3.703e-05         HEL     67.0245     68.0775     65.9879
PGC0007063  28.6016667  13.5411111     0.02077   7.405e-05          HL      0.0208      -99.99          HL      0.0208         DIS   7.405e-05         HEL     88.7040     90.5490     86.8965
PGC0007064  28.5753333  -9.7135000     0.05217   7.905e-05          HL     0.05182      -99.99          HL     0.05182         DIS   7.905e-05         HEL    219.4893    230.8632    208.6757
PGC0007090  28.6710417  -0.1433333     0.01925      -99.99         NED     0.01906      -99.99  NED-vir-HL     0.01906         DIS      -99.99        none     81.2701     82.8191     79.7501
PGC0007114  28.7486250  13.4829444     0.02133      -99.99         NED     0.02136      -99.99  NED-vir-HL     0.02136         DIS      -99.99        none     91.0392     92.9838     89.1353
PGC0007118  28.7341667  -9.0108333     0.01278      -99.99         NED     0.01245      -99.99  NED-vir-HL     0.01245         DIS      -99.99        none     53.1854     53.8475     52.5314
PGC0007210  28.9635833  -9.9670556     0.02708   1.234e-05          HL     0.02673      -99.99          HL     0.02673         DIS   1.234e-05         HEL    113.9387    116.9843    110.9724
PGC0007246  29.0638333  13.1657778     0.02557   1.201e-05          HL      0.0256      -99.99          HL      0.0256         DIS   1.201e-05         HEL    109.0663    111.8584    106.3439
PGC0007262  29.0931667  -9.0623611     0.00547   7.672e-06          HL    0.005132      -99.99          HL    0.005132         DIS   7.672e-06         HEL     22.0331     22.1462     21.9206
PGC0007328  29.2724583  -0.4689444     0.02218      -99.99         NED     0.02197      -99.99  NED-vir-HL     0.02197         DIS      -99.99        none     93.5862     95.6422     91.5743
PGC0007341  29.2911250  14.5498056     0.02646   1.401e-05          HL     0.02651      -99.99          HL     0.02651         DIS   1.401e-05         HEL    112.8797    115.8721    109.9645
PGC0007366  29.3766667  -9.4622222     0.01792   1.568e-05          HL     0.01757      -99.99          HL     0.01757         DIS   1.568e-05         HEL     74.8939     76.2098     73.6008
PGC0007465  29.6706250   0.5289444     0.02339   2.602e-05          HL     0.02321      -99.99          HL     0.02321         DIS   2.602e-05         HEL     98.8902    101.1855     96.6470
PGC0007485  29.7175000  -8.1661111     0.01586      -99.99         NED     0.01553      -99.99  NED-vir-HL     0.01553         DIS      -99.99        none     66.3862     67.4172     65.3710
PGC0007533  29.8795000  13.9434444     0.01541   1.968e-05          HL     0.01545      -99.99          HL     0.01545         DIS   1.968e-05         HEL     65.9606     66.9797     64.9571
PGC0007536  29.8950833  14.0081944     0.01543   4.603e-05          HL     0.01547      -99.99          HL     0.01547         DIS   4.603e-05         HEL     65.9606     66.9810     64.9558
PGC0007574  30.0203333  -0.2792222     0.02778   2.568e-05          HL     0.02758      -99.99          HL     0.02758         DIS   2.568e-05         HEL    117.5386    120.7803    114.3839
PGC0007632  30.2025000  -9.0022222     0.01579           0          HL     0.01545      -99.99          HL     0.01545         DIS           0         HEL     65.9606     66.9797     64.9571
PGC0007654  30.2295833  -8.8408333    0.005373   1.668e-05          HL    0.005034      -99.99          HL    0.005034         DIS   1.668e-05         HEL     21.6057     21.7145     21.4975
PGC0007740  30.5494167  -0.1304444      0.0198   4.003e-05          HL      0.0196      -99.99          HL      0.0196         DIS   4.003e-05         HEL     83.6070     85.2457     81.9998
PGC0007741  30.5515417  -0.1007778     0.01969   8.172e-05          HL     0.01949      -99.99          HL     0.01949         DIS   8.172e-05         HEL     83.1822     84.8034     81.5920
PGC0007748  30.5722917  -1.1280278     0.04278   6.571e-05          HL     0.04256      -99.99          HL     0.04256         DIS   6.571e-05         HEL    180.6440    188.3322    173.2697
PGC0007806  30.7579167  -9.6563889     0.01289    9.34e-06          HL     0.01254      -99.99          HL     0.01254         DIS    9.34e-06         HEL     53.6115     54.2838     52.9475
PGC0007835  30.8795833  -9.9330556     0.01314   1.801e-05          HL     0.01278      -99.99          HL     0.01278         DIS   1.801e-05         HEL     54.6766     55.3754     53.9867
PGC0007846  30.9365000  14.7089722     0.01218   5.937e-05          HL     0.01222      -99.99          HL     0.01222         DIS   5.937e-05         HEL     52.1201     52.7570     51.4908
PGC0007856  30.9577083  14.7391389     0.01213   2.135e-05          HL     0.01218      -99.99          HL     0.01218         DIS   2.135e-05         HEL     52.1201     52.7549     51.4929
PGC0007889  31.0790417  -8.7351944      0.0179      -99.99         NED     0.01756      -99.99  NED-vir-HL     0.01756         DIS      -99.99        none     74.8939     76.2091     73.6015
PGC0007905  31.1457500 -10.1090000    0.006414   1.835e-05          HL    0.006052      -99.99          HL    0.006052         DIS   1.835e-05         HEL     25.8788     26.0355     25.7232
PGC0007965  31.3691667  13.2507222     0.02557      -99.99         NED     0.02559      -99.99  NED-vir-HL     0.02559         DIS      -99.99        none    109.0663    111.8573    106.3449
PGC0007966  31.3615000  13.3270833     0.02511   1.001e-05          HL     0.02513      -99.99          HL     0.02513         DIS   1.001e-05         HEL    107.1591    109.8520    104.5322
PGC0007979  31.4182083  -0.6950000     0.04246   4.903e-05          HL     0.04225      -99.99          HL     0.04225         DIS   4.903e-05         HEL    179.3816    186.9605    172.1099
PGC0007998  31.4545833  -9.8216944    0.006375   2.635e-05          HL    0.006016      -99.99          HL    0.006016         DIS   2.635e-05         HEL     25.6652     25.8196     25.5117
PGC0008014  31.5252083  13.2850278     0.02477   1.101e-05          HL     0.02479      -99.99          HL     0.02479         DIS   1.101e-05         HEL    105.6754    108.2951    103.1191
PGC0008029  31.5669167  -0.2914722     0.04239   8.806e-05          HL     0.04219      -99.99          HL     0.04219         DIS   8.806e-05         HEL    179.1712    186.7304    171.9180
PGC0008060  31.6771250  -0.8603611        0.02   1.401e-05          HL     0.01978      -99.99          HL     0.01978         DIS   1.401e-05         HEL     84.4567     86.1273     82.8186
PGC0008165  32.1043333  14.3494444     0.01475   1.301e-05          HL     0.01479      -99.99          HL     0.01479         DIS   1.301e-05         HEL     63.1940     64.1286     62.2730
PGC0008182  32.1756667  -7.7907500     0.01352   1.134e-05          HL     0.01319      -99.99          HL     0.01319         DIS   1.134e-05         HEL     56.3807     57.1243     55.6467
PGC0008201  32.2444167  -7.7667778     0.01287   3.169e-05          HL     0.01254      -99.99          HL     0.01254         DIS   3.169e-05         HEL     53.6115     54.2838     52.9475
PGC0008225  32.3370000 -10.1334167      0.0128   2.835e-05          HL     0.01244      -99.99          HL     0.01244         DIS   2.835e-05         HEL     53.1854     53.8470     52.5319
PGC0008228  32.3528750 -10.1362500     0.01359      -99.99         NED     0.01322      -99.99  NED-vir-HL     0.01322         DIS      -99.99        none     56.3807     57.1260     55.6450
PGC0008232  32.3679167  -9.6802778    0.006444   1.401e-05          HL    0.006085      -99.99          HL    0.006085         DIS   1.401e-05         HEL     26.0924     26.2512     25.9346
PGC0008250  32.4107083 -10.1469722     0.01284   3.002e-06          HL     0.01247      -99.99          HL     0.01247         DIS   3.002e-06         HEL     53.1854     53.8486     52.5303
PGC0008258  32.4617083  -7.7624444     0.01287      -99.99         NED     0.01254      -99.99  NED-vir-HL     0.01254         DIS      -99.99        none     53.6115     54.2838     52.9475
PGC0008295  32.5616667  -9.7094444    0.006665      -99.99         NED    0.006304      -99.99  NED-vir-HL    0.006304         DIS      -99.99        none     26.9468     27.1167     26.7780
PGC0008302  32.5943333   1.2010000      0.0118   1.634e-05          HL     0.01162      -99.99          HL     0.01162         DIS   1.634e-05         HEL     49.5628     50.1388     48.9935
PGC0008397  32.9232500  -9.3046389    0.005142    4.27e-05          HL    0.004786      -99.99          HL    0.004786         DIS    4.27e-05         HEL     20.5372     20.6355     20.4394
PGC0008399  32.9135000  14.2981111     0.02576   0.0001768          HL      0.0258      -99.99          HL      0.0258         DIS   0.0001768         HEL    109.9138    112.7496    107.1494
PGC0008406  33.0011667  14.0163611     0.01471   1.668e-05          HL     0.01474      -99.99          HL     0.01474         DIS   1.668e-05         HEL     62.9812     63.9095     62.0663
PGC0008412  33.0140417  14.1039167     0.01275   1.668e-05          HL     0.01278      -99.99          HL     0.01278         DIS   1.668e-05         HEL     54.6766     55.3754     53.9867
PGC0008439  33.0820833  -0.8114444     0.04083   8.506e-05          HL     0.04061      -99.99          HL     0.04061         DIS   8.506e-05         HEL    172.4354    179.4380    165.7061
PGC0008464  33.1770000  13.9691944     0.04107   1.901e-05          HL      0.0411      -99.99          HL      0.0411         DIS   1.901e-05         HEL    174.5409    181.7145    167.6504
PGC0008502  33.3145000  -7.6628889     0.01597   2.001e-05          HL     0.01564      -99.99          HL     0.01564         DIS   2.001e-05         HEL     66.8118     67.8567     65.7829
PGC0008522  33.4069167  13.7280278     0.04112   1.368e-05          HL     0.04115      -99.99          HL     0.04115         DIS   1.368e-05         HEL    174.7514    181.9424    167.8446
PGC0008526  33.4104167  -0.7174444     0.02007   2.502e-05          HL     0.01985      -99.99          HL     0.01985         DIS   2.502e-05         HEL     84.6691     86.3498     83.0211
PGC0008586  33.6400000  -0.7667500     0.02636   4.703e-05          HL     0.02614      -99.99          HL     0.02614         DIS   4.703e-05         HEL    111.3969    114.3088    108.5591
PGC0008659  33.9935000  -0.7133333     0.02683   6.471e-05          HL     0.02661      -99.99          HL     0.02661         DIS   6.471e-05         HEL    113.3033    116.3183    110.3665
PGC0008718  34.2700417   1.2442500     0.02146   5.837e-05          HL     0.02127      -99.99          HL     0.02127         DIS   5.837e-05         HEL     90.6147     92.5420     88.7274
PGC0008876  34.9216250  -0.2557778     0.02581   1.568e-05          HL     0.02559      -99.99          HL     0.02559         DIS   1.568e-05         HEL    109.0663    111.8573    106.3449
PGC0008929  35.2227917   0.5567778     0.02434    9.44e-05          HL     0.02413      -99.99          HL     0.02413         DIS    9.44e-05         HEL    102.9195    105.4029    100.4945
PGC0008979  35.4189167   0.2551944      -99.99      -99.99        none      -99.99      -99.99        none      -99.99        none      -99.99        none       -9999       -9999       -9999
PGC0009028  35.6249167  -0.6178611    0.005133   1.234e-05          HL    0.004908      -99.99          HL    0.004908         DIS   1.234e-05         HEL     20.9646     21.0675     20.8622
PGC0009256  36.5282083  -0.3321389     0.02139   2.235e-05          HL     0.02117      -99.99          HL     0.02117         DIS   2.235e-05         HEL     90.1901     92.0994     88.3204
PGC0009283  36.6180000   1.1603333    0.005122   7.005e-06          HL    0.004922      -99.99          HL    0.004922         DIS   7.005e-06         HEL     20.9646     21.0678     20.8619
PGC0009352  36.8873333  -0.2444722     0.02109   6.204e-05          HL     0.02087      -99.99          HL     0.02087         DIS   6.204e-05         HEL     88.9163     90.7720     87.0985
PGC0009359  36.9055833  -1.1564722     0.00477      -99.99         NED    0.004532      -99.99  NED-vir-HL    0.004532         DIS      -99.99        none     19.4685     19.5568     19.3807
PGC0009376  36.9643333   0.5015556     0.04095   1.968e-05          HL     0.04073      -99.99          HL     0.04073         DIS   1.968e-05         HEL    173.0671    180.1161    166.2940
